#,都道府県ID,都道府県,所在地,マンション名,管理組合名,管理組合設立予定年月,組合ホームページ,敷地面積,敷地権利形態,建築面積 ／ 延べ面積,専有部分の構成,専有部分の合計床面積,建物構造／階数,新築年月日,集会室,管理事務室,昇降機,敷地内駐車場,自転車／バイク置場等,ブロードバンド対応,TV共同視聴設備,防犯カメラ,オートロック,宅配ロッカー,地震対策,断熱対策,バリアフリー,住宅性能評価書（設計時）,住宅性能評価書（建設時）,既存住宅性能評価書,売主,設計者,工事管理者,施工業者
40,7,福島県,福島県郡山市西ノ内二丁目12-9,プレミスト西ノ内,プレミスト西ノ内管理組合 ぷれみすとにしのうちかんりくみあい,－,－,1288.83 ㎡,所有権,710.53 ㎡ ／ 5044.75 ㎡,住宅：５１ 戸 ／ 非住宅：－,住宅： 3647.23 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１２階,2008年8月31日,なし,あり,１基,平置式：１８台、機械式：４４台,自転車：５１台／バイク：２台,構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,－,大和ハウス工業株式会社,意匠：株式会社空間創造社、構造：株式会社構造プランニング,株式会社空間創造社,株式会社浅沼組
41,8,茨城県,茨城県水戸市末広町1丁目,D’クラディア水戸末広町,,2008年6月,http://www.daiwahouse.co.jp/mansion/,1298.58 ㎡,所有権,610.37 ㎡ ／ 6596.04 ㎡,住宅：５５ 戸 ／ 非住宅：－,住宅： 4797.45 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１５階,2008年5月13日,あり,あり,１基,機械式：56台,自転車：９２台／バイク：９台,VDSL方式,CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,（株）空間創造社,（株）空間創造社,（株）土屋組,
42,8,茨城県,茨城県つくば市天久保1-7-4,アイディーコートつくば,アイディーコートつくば管理組合 －,－,－,1706.34 ㎡,所有権,785.97 ㎡ ／ 3633.26 ㎡,住宅：４６ 戸 ／ 非住宅：０ 区画,住宅： 3275.4 ㎡ ／ 非住宅：－ （登記簿面積）,鉄筋コンクリート／ 地上６階,2006年11月17日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
43,8,茨城県,茨城県土浦市湖北2-9-1,エス・バイ・エルマンション土浦,エス・バイ・エルマンション土浦管理組合 えす・ばい・えるまんしょんつちうらかんりくみあい,－,－,10291.17 ㎡,所有権,3584.29 ㎡ ／ 19889.03 ㎡,住宅：２７９ 戸 ／ 非住宅：０ 区画,住宅： 18852.34 ㎡ ／ 非住宅：－ （壁芯面積）,プレキャストコンクリート／ 地上８階,1995年3月31日,あり,あり,４基,平置式：３３台、機械式：２４６台,自転車：２７９台,VDSL方式,CATV、BS,あり,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,－,－,－,エス・バイ・エル株式会社,エス・バイ・エル明成建設㈱、大成ユーレック㈱,エス・バイ・エル明成建設㈱、大成ユーレック㈱,エス・バイ・エル明成建設㈱、大成ユーレック㈱
44,8,茨城県,茨城県つくば市二の宮4丁目8番1号,ガーデンコート筑波,ガーデンコート筑波管理組合 がーでんこーとつくばかんりくみあい,管理組合の自己紹介を見る,－,7536.15 ㎡,所有権,3830.49 ㎡ ／ 17659.89 ㎡,住宅：１３０ 戸 ／ 非住宅：１ 区画,住宅： 13068.34 ㎡ ／ 非住宅： 324 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１３階,1993年1月19日,あり,あり,５基,平置式：１３台、機械式：１２２台,自転車：２４７台／バイク：１０台,VDSL方式、CATV方式,CATV、BS、地上波デジタル,－,－,なし,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,東洋不動産株式会社,株式会社東急設計コンサルタント,株式会社東急設計コンサルタント,株式会社大林組
45,8,茨城県,茨城県つくば市吾妻3-1-1,ダイアパレスつくば学園都市,ダイアパレスつくば学園都市管理組合 だいあぱれすつくばがくえんとしかんりくみあい,管理組合の自己紹介を見る,－,7255.99 ㎡,所有権,4157.69 ㎡ ／ 26933.16 ㎡,住宅：２４７ 戸 ／ 非住宅：－,住宅： 19498.49 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１４階 、地下１階,2003年9月1日,あり,あり,３基,機械式：９０台、立体自走式：１７８台,自転車：５３６台／バイク：１１台,構内LAN方式,CATV,なし,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,ダイア建設株式会社,株式会社オーエーシー設計,株式会社オーエーシー設計,三平建設株式会社、株式会社青木建設
46,8,茨城県,茨城県守谷市ひがし野2-1,ブランズシティ守谷,ブランズシティ守谷管理組合 ぶらんずしてぃもりやかんりくみあい,－,－,16554.5 ㎡,所有権,7254.69 ㎡ ／ 67873.58 ㎡,住宅：５５０ 戸 ／ 非住宅：－,住宅： 46103.86 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 鉄骨鉄筋コンクリート／ 地上３０階 、地下１階,2009年2月16日,あり,あり,８基,平置式：５５２台,自転車：１１００台／バイク：３５台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,－,あり,あり,－,東急不動産株式会社、東京急行電鉄株式会社、中央商事株式会社,清水建設株式会社,清水建設株式会社,清水建設株式会社
47,8,茨城県,茨城県つくば市二の宮,プレミストつくば二の宮公園,,2008年12月,http://www.daiwahouse.co.jp/mansion/,2221.43 ㎡,所有権,1145.24 ㎡ ／ 5368.6 ㎡,住宅：５１ 戸 ／ 非住宅：－,住宅： 4303.73 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階,2008年11月30日,なし,あり,１基,平置式：1台、機械式：54台,自転車：１０２台／バイク：４台,VDSL方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：(株)サニム建築事務所 構造：青木あすなろ建設(株)一級建築士事務所,(株)サニム建築事務所,青木あすなろ建設(株),
48,8,茨城県,茨城県水戸市見川5丁目113-1,プレミスト見川,,2008年3月,http://www.daiwahouse.co.jp/mansion/,2746.97 ㎡,所有権,1386.1 ㎡ ／ 6268 ㎡,住宅：６６ 戸 ／ 非住宅：－,住宅： 5378.16 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上７階,2008年2月21日,なし,あり,１基,平置式：3台、機械式：63台,自転車：１３２台／バイク：４台,VDSL方式,CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,（株）長谷建築設計事務所,（株）長谷建築設計事務所,株木建設（株）,
49,8,茨城県,茨城県ひたちなか市共栄町,プレミスト勝田,,2008年12月,http://www.daiwahouse.co.jp/mansion/,1063.41 ㎡,所有権,606.79 ㎡ ／ 5716.68 ㎡,住宅：５３ 戸 ／ 非住宅：－,住宅： 4126.82 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１２階,2008年11月10日,なし,あり,１基,平置式：5台、機械式：48台,自転車：１０６台／バイク：６台,VDSL方式,CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,(株)長谷建築設計事務所,(株)長谷建築設計事務所,(株)土屋組,
50,11,埼玉県,埼玉県越谷市大成町5丁目230-2,D’グラフォートレイクタウン,D’グラフォートレイクタウン団地管理組合 でぃーぐらふぉーとれいくたうんだんちかんりくみあい,9月,－,20689.61 ㎡,所有権,12433.57 ㎡ ／ 55531.22 ㎡,３棟 住宅：３２０ 戸 ／ 非住宅：０ 区画,あり,あり,,,,,立体自走式：５１６台,自転車：５００台／バイク：６９台,VDSL方式,CATV、CS、BS、地上波デジタル,－,－,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,棟別建築概要を見る,,,,
51,11,埼玉県,埼玉県さいたま市南区曲本5-7-23,NICE URBAN 武蔵浦和,NICE URBAN 武蔵浦和管理組合 ないすあーばんむさしうらわかんりくみあい,管理組合の自己紹介を見る,－,838 ㎡,所有権,444.3 ㎡ ／ 1761.36 ㎡,住宅：２５ 戸 ／ 非住宅：０ 区画,住宅： 1538.44 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階,1994年2月25日,なし,あり,１基,平置式：３台、機械式：１０台,－,VDSL方式,CATV、BS、地上波デジタル,－,－,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,ナイス株式会社,㈱横田設計,㈱横田設計,日本国土開発㈱
52,11,埼玉県,埼玉県さいたま市大宮区吉敷町一丁目,THE OMIYA TOWERS,,2008年12月,http://www.daiwahouse.co.jp/mansion/,3708.18 ㎡,所有権,1661.35 ㎡ ／ 28692.91 ㎡,住宅：２３８ 戸 ／ 非住宅：－,住宅： 17428.87 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上２２階 、地下１階,2008年11月10日,あり,あり,４基,平置式：2台、機械式：160台,自転車：３５８台／バイク：１４台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,(株)日建ハウジングシステム,(株)日建ハウジングシステム,前田建設工業(株),
53,11,埼玉県,埼玉県狭山市つつじ野4-35,つつじ野団地,つつじ野団地管理組合 つつじのだんちかんりくみあい,管理組合の自己紹介を見る,http://tsutsujinodanchi.sakura.ne.jp/,96261.25 ㎡,所有権,45455.3 ㎡ ／ 97975.55 ㎡,１０６棟 住宅：１００４ 戸 ／ 非住宅：０ 区画,あり,あり,,,,,平置式：５５９台,自転車：４００台／バイク：１３６台,VDSL方式,地上波デジタル,－,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： －,－,－,－,棟別建築概要を見る,,,
54,11,埼玉県,埼玉県所沢市小手指町3-6-1,みどり野マンション,みどり野マンション管理組合 －,－,－,13324.43 ㎡,所有権,3607.74 ㎡ ／ 14207.09 ㎡,６棟 住宅：１８８ 戸 ／ 非住宅：０ 区画,あり,あり,,,,,平置式：５１台,自転車：３００台／バイク：１２台,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,
55,11,埼玉県,埼玉県所沢市美原町5丁目2306番地の1,アイランドパークス,アイランドパークス管理組合 あいらんどぱーくすかんりくみあい,－,－,6998.06 ㎡,所有権,3602.91 ㎡ ／ 15718.49 ㎡,住宅：１６４ 戸 ／ 非住宅：０ 区画,住宅： 13031.93 ㎡ ／ 非住宅： 0 ㎡,鉄筋コンクリート／ 鉄骨鉄筋コンクリート／ 地上１１階 、地下１階,2000年12月15日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
56,11,埼玉県,埼玉県川越市新富町1-6-9,アルコート川越,アルコート川越管理組合 あるこーとかわごえかんりくみあい,－,－,530.47 ㎡,所有権,402.79 ㎡ ／ 2237.06 ㎡,住宅：２１ 戸 ／ 非住宅：１ 区画,住宅： 1590.13 ㎡ ／ 非住宅： 63.07 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上９階 、地下１階,2001年1月15日,なし,あり,１基,機械式：８台,自転車：３１台,構内LAN方式,CATV、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： －,－,－,－,株式会社地産,株式会社エム企画建築設計,株式会社エム企画建築設計,鹿島建設株式会社
57,11,埼玉県,埼玉県さいたま市大宮区堀の内町1-555,グランドシティ大宮ノースタワー,グランドシティ大宮ノースタワー管理組合法人 ぐらんどしてぃおおみやのーすたわーかんりくみあいほうじん,－,－,4647 ㎡,所有権,1215 ㎡ ／ 9748 ㎡,住宅：１３６ 戸 ／ 非住宅：３ 区画,住宅：－ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上９階 、地下１階,1984年11月6日,なし,あり,２基,平置式：４５台,自転車：２００台／バイク：１０台,－,－,－,－,－,－,－,－,－,－,－,株式会社豊栄土地開発,株式会社和田設計コンサルタント・東京,株式会社和田設計コンサルタント・東京,株式会社三平興業
58,11,埼玉県,埼玉県さいたま市見沼区南中野395-1,グローブコート大宮南中野団地,グローブコート大宮南中野団地管理組合法人 ぐろーぶこーとおおみやみなみなかのだんちかんりくみあいほうじん,管理組合の自己紹介を見る,http://www.grove-court.com,11414.57 ㎡,所有権,4560.68 ㎡ ／ 12897.37 ㎡,６棟 住宅：１１５ 戸 ／ 非住宅：－,あり,あり,,,,,平置式：１１８台,自転車：２３２台／バイク：２６台,VDSL方式,CATV,なし,なし,なし,－,開口部（複層ガラス）,"その他（用語解説の""バリアフリー""を参照下さい）",－,－,－,棟別建築概要を見る,,,
59,11,埼玉県,埼玉県さいたま市緑区東浦和2-26-1,コスモ東浦和,コスモ東浦和管理組合 こすもひがしうらわかんりくみあい,管理組合の自己紹介を見る,－,2684.39 ㎡,所有権,612.69 ㎡ ／ 4974.63 ㎡,住宅：６４ 戸 ／ 非住宅：－,住宅： 4467.7 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１１階,1993年5月27日,あり,あり,１基,平置式：１４台、機械式：８台,自転車：１０４台／バイク：６台,FTTH方式、CATV方式,CATV、CS、BS、地上波デジタル,－,－,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,株式会社リクルートコスモス,安宅エンヂニヤリング株式会社,－,株式会社長谷工コーポレーション
